basedir,bdf,video,duration
Sessions/2871,Part_23_N_Trial6_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_11,17
Sessions/17,Part_1_N_Trial9_emotion,P1-Rec1-2009.07.09.17.53.46_C1 trigger _C_Section_17,21
Sessions/3422,Part_27_Trial1_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_2,11
Sessions/2755,Part_22_N_Trial13_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_25,20
Sessions/2751,Part_22_N_Trial11_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_21,20
Sessions/1811,Part_14_Trial20_taggingVideos,P14-Rec4-2009.08.26.17.33.49_C1 trigger _C_Section_21,12
Sessions/3415,Part_27_N_Trial18_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_35,17
Sessions/1699,Part_14_N_Trial5_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_9,20
Sessions/262,Part_3_S_Trial1_emotion,P3-Rec1-2009.07.21.15.09.17_C1 trigger _C_Section_2,193
Sessions/618,Part_5_Trial27_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_28,10
Sessions/2836,Part_22_Trial5_taggingVideos,P22-Rec4-2009.08.31.17.33.45_C1 trigger _C_Section_6,12
Sessions/2171,Part_17_Trial20_taggingImages2,P17-Rec3-2009.08.28.10.31.45_C1 trigger _C_Section_21,11
Sessions/3850,Part_30_Trial9_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_10,11
Sessions/1735,Part_14_Trial4_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_5,11
Sessions/642,Part_5_Trial21_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_22,15
Sessions/2242,Part_18_S_Trial16_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_32,80
Sessions/3545,Part_28_N_Trial18_emotion,P28-Rec1-2009.09.02.18.36.41_C1 trigger _C_Section_35,17
Sessions/3432,Part_27_Trial11_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_12,11
Sessions/2687,Part_21_Trial16_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_17,11
Sessions/3368,Part_26_Trial17_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_18,10
Sessions/3757,Part_29_Trial16_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_17,14
Sessions/1393,Part_11_Trial22_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_23,11
Sessions/715,Part_6_Trial24_taggingImages1,P6-Rec2-2009.07.22.15.37.28_C1 trigger _C_Section_25,11
Sessions/2297,Part_18_Trial16_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_17,11
Sessions/2948,Part_23_Trial17_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_18,12
Sessions/3821,Part_30_Trial10_taggingImages1,P30-Rec2-2009.09.03.15.12.12_C1 trigger _C_Section_11,11
Sessions/786,Part_7_S_Trial3_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_6,102
Sessions/2561,Part_20_Trial20_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_21,11
Sessions/3008,Part_24_S_Trial9_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_18,134
Sessions/1295,Part_10_Trial24_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_25,16
Sessions/2997,Part_24_N_Trial4_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_7,22
Sessions/3185,Part_25_Trial24_taggingImages1,P25-Rec2-2009.09.01.15.38.25_C1 trigger _C_Section_25,11
Sessions/2933,Part_23_Trial2_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_3,11
Sessions/320,Part_3_Trial19_taggingImages1,P3-Rec2-2009.07.21.16.11.18_C1 trigger _C_Section_20,12
Sessions/2683,Part_21_Trial12_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_13,11
Sessions/1298,Part_10_Trial27_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_28,15
Sessions/887,Part_7_Trial6_taggingVideos,P7-Rec4-2009.07.22.17.50.27_C1 trigger _C_Section_7,15
Sessions/2032,Part_16_Trial11_taggingImages2,P16-Rec3-2009.08.27.12.57.56_C1 trigger _C_Section_12,10
Sessions/1100,Part_9_Trial19_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_20,11
Sessions/610,Part_5_Trial19_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_20,11
Sessions/2095,Part_17_N_Trial8_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_15,22
Sessions/737,Part_6_Trial16_taggingImages2,P6-Rec3-2009.07.22.15.44.55_C1 trigger _C_Section_17,11
Sessions/615,Part_5_Trial24_taggingImages2,P5-Rec3-2009.07.22.13.11.59_C1 trigger _C_Section_25,11
Sessions/3125,Part_25_N_Trial3_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_5,20
Sessions/2096,Part_17_S_Trial8_emotion,P17-Rec1-2009.08.28.09.35.38_C1 trigger _C_Section_16,145
Sessions/3756,Part_29_Trial15_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_16,9
Sessions/3876,Part_30_Trial5_taggingVideos,P30-Rec4-2009.09.03.15.25.03_C1 trigger _C_Section_6,13
Sessions/2501,Part_20_N_Trial16_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_31,22
Sessions/886,Part_7_Trial5_taggingVideos,P7-Rec4-2009.07.22.17.50.27_C1 trigger _C_Section_6,15
Sessions/388,Part_3_Trial27_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_28,15
Sessions/3750,Part_29_Trial9_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_10,12
Sessions/3359,Part_26_Trial8_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_9,10
Sessions/3782,Part_30_S_Trial6_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_12,92
Sessions/1344,Part_11_Trial3_taggingImages1,P11-Rec2-2009.07.24.11.21.50_C1 trigger _C_Section_4,11
Sessions/1324,Part_11_S_Trial12_emotion,P11-Rec1-2009.07.24.10.27.36_C1 trigger _C_Section_24,118
Sessions/869,Part_7_Trial18_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_19,11
Sessions/2144,Part_17_Trial23_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_24,11
Sessions/3641,Part_29_N_Trial1_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_1,20
Sessions/249,Part_2_Trial18_taggingVideos,P2-Rec4-2009.07.10.16.47.27_C1 trigger _C_Section_19,14
Sessions/692,Part_6_Trial1_taggingImages1,P6-Rec2-2009.07.22.15.37.28_C1 trigger _C_Section_2,19
Sessions/62,Part_1_Trial21_taggingImages1,P1-Rec2-2009.07.09.18.44.59_C1 trigger _C_Section_22,10
Sessions/2397,Part_19_Trial16_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_17,11
Sessions/1087,Part_9_Trial6_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_7,11
Sessions/3323,Part_26_Trial2_taggingImages2,P26-Rec3-2009.09.01.17.39.34_C1 trigger _C_Section_3,11
Sessions/1237,Part_10_Trial26_taggingImages1,P10-Rec2-2009.07.23.17.37.56_C1 trigger _C_Section_27,11
Sessions/781,Part_7_N_Trial1_emotion,P7-Rec1-2009.07.22.16.46.48_C1 trigger _C_Section_1,21
Sessions/1626,Part_13_Trial25_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_26,12
Sessions/2497,Part_20_N_Trial14_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_27,17
Sessions/472,Part_4_Trial11_taggingImages2,P4-Rec3-2009.07.21.18.50.11_C1 trigger _C_Section_12,11
Sessions/64,Part_1_Trial23_taggingImages1,P1-Rec2-2009.07.09.18.44.59_C1 trigger _C_Section_24,11
Sessions/646,Part_5_Trial25_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_26,15
Sessions/3086,Part_24_Trial25_taggingImages2,P24-Rec3-2009.09.01.12.54.27_C1 trigger _C_Section_26,11
Sessions/2856,Part_22_Trial25_taggingVideos,P22-Rec4-2009.08.31.17.33.45_C1 trigger _C_Section_26,12
Sessions/185,Part_2_Trial14_taggingImages1,P2-Rec2-2009.07.10.16.34.31_C1 trigger _C_Section_15,12
Sessions/229,Part_2_Trial28_taggingImages2,P2-Rec3-2009.07.10.16.41.03_C1 trigger _C_Section_29,11
Sessions/1042,Part_9_S_Trial1_emotion,P9-Rec1-2009.07.23.14.55.41_C1 trigger _C_Section_2,107
Sessions/3702,Part_29_Trial21_taggingImages1,P29-Rec2-2009.09.03.12.37.52_C1 trigger _C_Section_22,11
Sessions/1030,Part_8_Trial19_taggingVideos,P8-Rec4-2009.07.23.14.06.32_C1 trigger _C_Section_20,15
Sessions/1579,Part_13_N_Trial10_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_19,17
Sessions/680,Part_6_S_Trial15_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_30,162
Sessions/577,Part_5_Trial16_taggingImages1,P5-Rec2-2009.07.22.13.04.36_C1 trigger _C_Section_17,11
Sessions/1366,Part_11_Trial25_taggingImages1,P11-Rec2-2009.07.24.11.21.50_C1 trigger _C_Section_26,11
Sessions/3746,Part_29_Trial5_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_6,12
Sessions/3804,Part_30_S_Trial17_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_34,105
Sessions/244,Part_2_Trial13_taggingVideos,P2-Rec4-2009.07.10.16.47.27_C1 trigger _C_Section_14,12
Sessions/1623,Part_13_Trial22_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_23,11
Sessions/2277,Part_18_Trial26_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_27,11
Sessions/3468,Part_27_Trial17_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_18,11
Sessions/515,Part_4_Trial24_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_25,15
Sessions/2839,Part_22_Trial8_taggingVideos,P22-Rec4-2009.08.31.17.33.45_C1 trigger _C_Section_9,9
Sessions/3620,Part_28_Trial9_taggingVideos,P28-Rec4-2009.09.02.19.34.25_C1 trigger _C_Section_10,12
Sessions/2400,Part_19_Trial19_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_20,10
Sessions/83,Part_1_Trial12_taggingImages2,P1-Rec3-2009.07.09.18.51.48_C1 trigger _C_Section_13,10
Sessions/1422,Part_11_Trial21_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_22,15
Sessions/321,Part_3_Trial20_taggingImages1,P3-Rec2-2009.07.21.16.11.18_C1 trigger _C_Section_21,12
Sessions/1726,Part_14_S_Trial18_emotion,P14-Rec1-2009.08.26.16.33.03_C1 trigger _C_Section_36,85
Sessions/3807,Part_30_N_Trial19_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_37,20
Sessions/2001,Part_16_Trial10_taggingImages1,P16-Rec2-2009.08.27.12.51.34_C1 trigger _C_Section_11,11
Sessions/3720,Part_29_Trial9_taggingImages2,P29-Rec3-2009.09.03.12.43.59_C1 trigger _C_Section_10,11
Sessions/142,Part_2_S_Trial6_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_12,181
Sessions/1085,Part_9_Trial4_taggingImages1,P9-Rec2-2009.07.23.15.39.13_C1 trigger _C_Section_5,11
Sessions/2704,Part_21_Trial3_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_4,12
Sessions/1617,Part_13_Trial16_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_17,11
Sessions/2833,Part_22_Trial2_taggingVideos,P22-Rec4-2009.08.31.17.33.45_C1 trigger _C_Section_3,14
Sessions/3362,Part_26_Trial11_taggingVideos,P26-Rec4-2009.09.01.17.45.49_C1 trigger _C_Section_12,12
Sessions/1539,Part_12_Trial8_taggingVideos,P12-Rec4-2009.08.26.12.31.49_C1 trigger _C_Section_9,9
Sessions/3518,Part_28_S_Trial4_emotion,P28-Rec1-2009.09.02.18.36.41_C1 trigger _C_Section_8,110
Sessions/3136,Part_25_S_Trial8_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_16,117
Sessions/1751,Part_14_Trial20_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_21,11
Sessions/969,Part_8_Trial18_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_19,11
Sessions/363,Part_3_Trial2_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_3,16
Sessions/3517,Part_28_N_Trial4_emotion,P28-Rec1-2009.09.02.18.36.41_C1 trigger _C_Section_7,22
Sessions/1397,Part_11_Trial26_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_27,12
Sessions/3596,Part_28_Trial15_taggingImages2,P28-Rec3-2009.09.02.19.28.24_C1 trigger _C_Section_16,11
Sessions/923,Part_8_N_Trial7_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_13,21
Sessions/1651,Part_13_Trial20_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_21,11
Sessions/1571,Part_13_N_Trial6_emotion,P13-Rec1-2009.08.26.14.28.28_C1 trigger _C_Section_11,17
Sessions/1968,Part_16_S_Trial9_emotion,P16-Rec1-2009.08.27.12.02.50_C1 trigger _C_Section_18,124
Sessions/1180,Part_10_S_Trial5_emotion,P10-Rec1-2009.07.23.16.46.58_C1 trigger _C_Section_10,104
Sessions/3654,Part_29_S_Trial7_emotion,P29-Rec1-2009.09.03.11.51.42_C1 trigger _C_Section_14,76
Sessions/394,Part_4_S_Trial2_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_4,97
Sessions/2894,Part_23_S_Trial17_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_34,154
Sessions/2147,Part_17_Trial26_taggingImages1,P17-Rec2-2009.08.28.10.25.21_C1 trigger _C_Section_27,11
Sessions/1604,Part_13_Trial3_taggingImages1,P13-Rec2-2009.08.26.15.20.24_C1 trigger _C_Section_4,12
Sessions/499,Part_4_Trial8_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_9,13
Sessions/2053,Part_16_Trial2_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_3,14
Sessions/779,Part_6_Trial28_taggingVideos,P6-Rec4-2009.07.22.15.52.24_C1 trigger _C_Section_29,14
Sessions/2391,Part_19_Trial10_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_11,11
Sessions/2211,Part_18_N_Trial1_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_1,20
Sessions/3845,Part_30_Trial4_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_5,11
Sessions/1633,Part_13_Trial2_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_3,11
Sessions/3849,Part_30_Trial8_taggingImages2,P30-Rec3-2009.09.03.15.18.54_C1 trigger _C_Section_9,12
Sessions/166,Part_2_S_Trial18_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_36,92
Sessions/3559,Part_28_Trial8_taggingImages1,P28-Rec2-2009.09.02.19.22.16_C1 trigger _C_Section_9,11
Sessions/1413,Part_11_Trial12_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_13,14
Sessions/2307,Part_18_Trial26_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_27,11
Sessions/1281,Part_10_Trial10_taggingVideos,P10-Rec4-2009.07.23.17.50.59_C1 trigger _C_Section_11,15
Sessions/378,Part_3_Trial17_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_18,13
Sessions/2558,Part_20_Trial17_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_18,11
Sessions/2422,Part_19_Trial11_taggingImages2,P19-Rec3-2009.08.28.17.27.41_C1 trigger _C_Section_12,10
Sessions/1376,Part_11_Trial5_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_6,13
Sessions/3317,Part_26_Trial26_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_27,11
Sessions/2027,Part_16_Trial6_taggingImages2,P16-Rec3-2009.08.27.12.57.56_C1 trigger _C_Section_7,11
Sessions/3144,Part_25_S_Trial12_emotion,P25-Rec1-2009.09.01.14.47.38_C1 trigger _C_Section_24,129
Sessions/625,Part_5_Trial4_taggingVideos,P5-Rec4-2009.07.22.13.18.37_C1 trigger _C_Section_5,15
Sessions/1261,Part_10_Trial20_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_21,11
Sessions/88,Part_1_Trial17_taggingImages2,P1-Rec3-2009.07.09.18.51.48_C1 trigger _C_Section_18,11
Sessions/3029,Part_24_N_Trial20_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_39,22
Sessions/2286,Part_18_Trial5_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_6,13
Sessions/3768,Part_29_Trial27_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_28,13
Sessions/2642,Part_21_Trial1_taggingImages1,P21-Rec2-2009.08.31.15.13.20_C1 trigger _C_Section_2,12
Sessions/2678,Part_21_Trial7_taggingImages2,P21-Rec3-2009.08.31.15.19.32_C1 trigger _C_Section_8,11
Sessions/358,Part_3_Trial27_taggingImages2,P3-Rec3-2009.07.21.16.19.16_C1 trigger _C_Section_28,12
Sessions/3816,Part_30_Trial5_taggingImages1,P30-Rec2-2009.09.03.15.12.12_C1 trigger _C_Section_6,12
Sessions/945,Part_8_N_Trial18_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_35,18
Sessions/3047,Part_24_Trial16_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_17,12
Sessions/2548,Part_20_Trial7_taggingImages2,P20-Rec3-2009.08.31.11.33.16_C1 trigger _C_Section_8,12
Sessions/3430,Part_27_Trial9_taggingImages1,P27-Rec2-2009.09.02.17.26.14_C1 trigger _C_Section_10,11
Sessions/1129,Part_9_Trial18_taggingImages2,P9-Rec3-2009.07.23.15.47.12_C1 trigger _C_Section_19,11
Sessions/2935,Part_23_Trial4_taggingImages2,P23-Rec3-2009.09.01.10.58.14_C1 trigger _C_Section_5,11
Sessions/2828,Part_22_Trial27_taggingImages2,P22-Rec3-2009.08.31.17.27.47_C1 trigger _C_Section_28,11
Sessions/2782,Part_22_Trial11_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_12,11
Sessions/406,Part_4_S_Trial8_emotion,P4-Rec1-2009.07.21.17.46.06_C1 trigger _C_Section_16,123
Sessions/2498,Part_20_S_Trial14_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_28,67
Sessions/695,Part_6_Trial4_taggingImages1,P6-Rec2-2009.07.22.15.37.28_C1 trigger _C_Section_5,11
Sessions/544,Part_5_S_Trial12_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_24,87
Sessions/3072,Part_24_Trial11_taggingImages2,P24-Rec3-2009.09.01.12.54.27_C1 trigger _C_Section_12,11
Sessions/518,Part_4_Trial27_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_28,15
Sessions/3414,Part_27_S_Trial17_emotion,P27-Rec1-2009.09.02.16.36.05_C1 trigger _C_Section_34,108
Sessions/2874,Part_23_S_Trial7_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_14,148
Sessions/2793,Part_22_Trial22_taggingImages1,P22-Rec2-2009.08.31.17.21.53_C1 trigger _C_Section_23,11
Sessions/2272,Part_18_Trial21_taggingImages1,P18-Rec2-2009.08.28.12.14.34_C1 trigger _C_Section_22,11
Sessions/3105,Part_24_Trial14_taggingVideos,P24-Rec4-2009.09.01.13.00.44_C1 trigger _C_Section_15,13
Sessions/962,Part_8_Trial11_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_12,13
Sessions/894,Part_7_Trial13_taggingVideos,P7-Rec4-2009.07.22.17.50.27_C1 trigger _C_Section_14,15
Sessions/2475,Part_20_N_Trial3_emotion,P20-Rec1-2009.08.31.10.38.29_C1 trigger _C_Section_5,20
Sessions/2873,Part_23_N_Trial7_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_13,20
Sessions/2025,Part_16_Trial4_taggingImages2,P16-Rec3-2009.08.27.12.57.56_C1 trigger _C_Section_5,11
Sessions/1815,Part_14_Trial24_taggingVideos,P14-Rec4-2009.08.26.17.33.49_C1 trigger _C_Section_25,12
Sessions/3590,Part_28_Trial9_taggingImages2,P28-Rec3-2009.09.02.19.28.24_C1 trigger _C_Section_10,11
Sessions/1657,Part_13_Trial26_taggingImages2,P13-Rec3-2009.08.26.15.27.21_C1 trigger _C_Section_27,11
Sessions/513,Part_4_Trial22_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_23,14
Sessions/2589,Part_20_Trial18_taggingVideos,P20-Rec4-2009.08.31.11.39.35_C1 trigger _C_Section_19,13
Sessions/3023,Part_24_N_Trial17_emotion,P24-Rec1-2009.09.01.11.59.10_C1 trigger _C_Section_33,20
Sessions/928,Part_8_S_Trial9_emotion,P8-Rec1-2009.07.23.13.03.17_C1 trigger _C_Section_18,123
Sessions/2063,Part_16_Trial12_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_13,12
Sessions/512,Part_4_Trial21_taggingVideos,P4-Rec4-2009.07.21.18.57.23_C1 trigger _C_Section_22,15
Sessions/1763,Part_14_Trial2_taggingImages2,P14-Rec3-2009.08.26.17.27.33_C1 trigger _C_Section_3,11
Sessions/3452,Part_27_Trial1_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_2,11
Sessions/463,Part_4_Trial2_taggingImages2,P4-Rec3-2009.07.21.18.50.11_C1 trigger _C_Section_3,12
Sessions/2054,Part_16_Trial3_taggingVideos,P16-Rec4-2009.08.27.13.03.52_C1 trigger _C_Section_4,12
Sessions/1733,Part_14_Trial2_taggingImages1,P14-Rec2-2009.08.26.17.21.15_C1 trigger _C_Section_3,11
Sessions/977,Part_8_Trial26_taggingImages1,P8-Rec2-2009.07.23.13.53.14_C1 trigger _C_Section_27,11
Sessions/151,Part_2_N_Trial11_emotion,P2-Rec1-2009.07.10.15.42.44_C1 trigger _C_Section_21,21
Sessions/3042,Part_24_Trial11_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_12,11
Sessions/72,Part_1_Trial1_taggingImages2,P1-Rec3-2009.07.09.18.51.48_C1 trigger _C_Section_2,11
Sessions/386,Part_3_Trial25_taggingVideos,P3-Rec4-2009.07.21.16.26.01_C1 trigger _C_Section_26,15
Sessions/2729,Part_21_Trial28_taggingVideos,P21-Rec4-2009.08.31.15.25.35_C1 trigger _C_Section_29,12
Sessions/1169,Part_9_Trial28_taggingVideos,P9-Rec4-2009.07.23.15.54.20_C1 trigger _C_Section_29,14
Sessions/524,Part_5_S_Trial2_emotion,P5-Rec1-2009.07.22.12.05.44_C1 trigger _C_Section_4,149
Sessions/1249,Part_10_Trial8_taggingImages2,P10-Rec3-2009.07.23.17.44.24_C1 trigger _C_Section_9,11
Sessions/2302,Part_18_Trial21_taggingImages2,P18-Rec3-2009.08.28.12.20.48_C1 trigger _C_Section_22,11
Sessions/1429,Part_11_Trial28_taggingVideos,P11-Rec4-2009.07.24.11.41.28_C1 trigger _C_Section_29,15
Sessions/1372,Part_11_Trial1_taggingImages2,P11-Rec3-2009.07.24.11.34.28_C1 trigger _C_Section_2,12
Sessions/874,Part_7_Trial23_taggingImages2,P7-Rec3-2009.07.22.17.43.52_C1 trigger _C_Section_24,12
Sessions/1234,Part_10_Trial23_taggingImages1,P10-Rec2-2009.07.23.17.37.56_C1 trigger _C_Section_24,11
Sessions/3308,Part_26_Trial17_taggingImages1,P26-Rec2-2009.09.01.17.33.19_C1 trigger _C_Section_18,11
Sessions/2748,Part_22_S_Trial9_emotion,P22-Rec1-2009.08.31.16.37.14_C1 trigger _C_Section_18,111
Sessions/3473,Part_27_Trial22_taggingImages2,P27-Rec3-2009.09.02.17.32.21_C1 trigger _C_Section_23,11
Sessions/3038,Part_24_Trial7_taggingImages1,P24-Rec2-2009.09.01.12.48.07_C1 trigger _C_Section_8,11
Sessions/2987,Part_23_Trial26_taggingVideos,P23-Rec4-2009.09.01.11.04.38_C1 trigger _C_Section_27,12
Sessions/1676,Part_13_Trial15_taggingVideos,P13-Rec4-2009.08.26.15.33.28_C1 trigger _C_Section_16,9
Sessions/3789,Part_30_N_Trial10_emotion,P30-Rec1-2009.09.03.14.25.18_C1 trigger _C_Section_19,17
Sessions/2867,Part_23_N_Trial4_emotion,P23-Rec1-2009.09.01.10.02.05_C1 trigger _C_Section_7,22
Sessions/2404,Part_19_Trial23_taggingImages1,P19-Rec2-2009.08.28.17.21.43_C1 trigger _C_Section_24,11
Sessions/1505,Part_12_Trial4_taggingImages2,P12-Rec3-2009.08.26.12.25.38_C1 trigger _C_Section_5,11
Sessions/2233,Part_18_N_Trial12_emotion,P18-Rec1-2009.08.28.11.27.02_C1 trigger _C_Section_23,22
Sessions/710,Part_6_Trial19_taggingImages1,P6-Rec2-2009.07.22.15.37.28_C1 trigger _C_Section_20,14
Sessions/1798,Part_14_Trial7_taggingVideos,P14-Rec4-2009.08.26.17.33.49_C1 trigger _C_Section_8,9
Sessions/2312,Part_18_Trial1_taggingVideos,P18-Rec4-2009.08.28.12.26.58_C1 trigger _C_Section_2,13
Sessions/3748,Part_29_Trial7_taggingVideos,P29-Rec4-2009.09.03.12.50.04_C1 trigger _C_Section_8,10
Sessions/682,Part_6_S_Trial16_emotion,P6-Rec1-2009.07.22.14.39.28_C1 trigger _C_Section_32,124
Sessions/3203,Part_25_Trial12_taggingImages2,P25-Rec3-2009.09.01.15.44.55_C1 trigger _C_Section_13,11
Sessions/1810,Part_14_Trial19_taggingVideos,P14-Rec4-2009.08.26.17.33.49_C1 trigger _C_Section_20,13
